t_s,x_m,y_m,v,heading_deg,mode,sigma_pos,s_m,d_m,v_model,stop
51.300,-74.3190,-28.2561,3.2178,-149.6469,INERTIAL,0.5812,111.480,-1.441,3.2307,0
51.400,-74.4893,-27.9809,3.2291,-150.2754,INERTIAL,0.5815,111.803,-1.441,3.2505,0
51.500,-74.6572,-27.7094,3.2063,-150.3406,INERTIAL,0.5819,112.122,-1.441,3.1662,0
51.600,-74.8287,-27.4324,3.2379,-143.6737,INERTIAL,0.5824,112.448,-1.441,3.3077,0
51.700,-74.9964,-27.1612,3.2092,-139.4980,INERTIAL,0.5828,112.767,-1.441,3.1598,0
51.800,-77.6994,-27.6306,3.1857,-136.9060,INERTIAL,0.5833,113.084,-1.441,3.1244,0
51.900,-77.8010,-27.9238,3.1413,-134.8720,INERTIAL,0.5837,113.394,-1.441,3.0620,0
52.000,-77.9030,-28.2186,3.1294,-133.8404,INERTIAL,0.5843,113.706,-1.441,3.0998,0
52.100,-78.0051,-28.5134,3.1245,-133.7119,INERTIAL,0.5848,114.018,-1.441,3.1147,0
52.200,-78.1054,-28.8029,3.0941,-133.9097,INERTIAL,0.5853,114.325,-1.441,3.0419,0
52.300,-78.2060,-29.0934,3.0842,-133.2378,INERTIAL,0.5858,114.632,-1.441,3.0647,0
52.400,-78.3078,-29.3877,3.0991,-131.9225,INERTIAL,0.5863,114.943,-1.441,3.1365,0
52.500,-78.4069,-29.6739,3.0646,-130.0662,INERTIAL,0.5868,115.246,-1.441,3.0019,0
52.600,-78.5047,-29.9563,3.0265,-128.7880,INERTIAL,0.5874,115.545,-1.441,2.9414,0
52.700,-78.5998,-30.2309,2.9672,-128.0482,INERTIAL,0.5879,115.836,-1.441,2.8462,0
52.800,-78.6983,-30.5153,2.9882,-127.4502,INERTIAL,0.5884,116.137,-1.441,3.0333,0
52.900,-78.7935,-30.7904,2.9509,-126.9424,INERTIAL,0.5889,116.428,-1.441,2.8841,0
53.000,-78.8871,-31.0606,2.9061,-125.7251,INERTIAL,0.5894,116.714,-1.441,2.8214,0
53.100,-78.9810,-31.3319,2.8884,-124.2475,INERTIAL,0.5899,117.001,-1.441,2.8592,0
53.200,-79.0758,-31.6056,2.8926,-122.9011,INERTIAL,0.5904,117.290,-1.441,2.9022,0
53.300,-79.1674,-31.8704,2.8462,-121.8634,INERTIAL,0.5909,117.571,-1.441,2.7619,0
53.400,-79.2587,-32.1339,2.8169,-121.2873,INERTIAL,0.5913,117.850,-1.441,2.7637,0
53.500,-79.3511,-32.4009,2.8213,-121.3047,INERTIAL,0.5918,118.132,-1.441,2.8287,0
53.600,-79.4446,-32.6708,2.8399,-121.6104,INERTIAL,0.5923,118.418,-1.441,2.8792,0
53.700,-79.5350,-32.9318,2.7988,-121.9418,INERTIAL,0.5927,118.694,-1.441,2.7273,0
53.800,-79.6244,-33.1903,2.7647,-123.0516,INERTIAL,0.5931,118.967,-1.441,2.7090,0
53.900,-79.7180,-33.4605,2.8162,-124.3273,INERTIAL,0.5935,119.253,-1.441,2.8957,0
54.000,-79.8085,-33.7219,2.7886,-125.8492,INERTIAL,0.5939,119.530,-1.441,2.7358,0
54.100,-79.9030,-33.9949,2.8452,-127.7382,INERTIAL,0.5943,119.819,-1.441,2.9084,0
54.200,-79.9966,-34.2651,2.8535,-129.6176,INERTIAL,0.5946,120.105,-1.441,2.8646,0
54.300,-80.0928,-34.5431,2.9113,-131.2583,INERTIAL,0.5949,120.399,-1.441,2.9804,0
54.400,-80.1875,-34.8164,2.8978,-132.6778,INERTIAL,0.5951,120.688,-1.441,2.8781,0
54.500,-80.2800,-35.0836,2.8477,-133.6353,INERTIAL,0.5954,120.971,-1.441,2.7800,0
54.600,-80.3092,-35.1736,2.8058,-135.2892,INERTIAL,0.5957,121.250,-1.441,2.7415,0
54.700,-80.4336,-35.4241,2.7991,-137.9549,INERTIAL,0.5960,121.530,-1.441,2.7908,0
54.800,-80.5575,-35.6735,2.7892,-141.1852,INERTIAL,0.5962,121.808,-1.441,2.7770,0
54.900,-80.6823,-35.9247,2.8008,-143.7106,INERTIAL,0.5965,122.089,-1.441,2.8151,0
55.000,-80.8084,-36.1784,2.8252,-146.7931,INERTIAL,0.5967,122.372,-1.441,2.8533,0
55.100,-80.9366,-36.4363,2.8689,-147.6584,INERTIAL,0.5970,122.660,-1.441,2.9168,0
55.200,-81.0645,-36.6939,2.8748,-146.3396,INERTIAL,0.5972,122.948,-1.441,2.8829,0
55.300,-81.1908,-36.9480,2.8444,-146.6897,INERTIAL,0.5974,123.231,-1.441,2.8061,0
55.400,-81.3173,-37.2026,2.8436,-148.1019,INERTIAL,0.5977,123.516,-1.441,2.8425,0
55.500,-81.4449,-37.4594,2.8624,-151.0277,INERTIAL,0.5979,123.802,-1.441,2.8858,0
55.600,-81.5740,-37.7192,2.8926,-154.0978,INERTIAL,0.5982,124.092,-1.441,2.9304,0
55.700,-81.7036,-37.9799,2.9075,-156.5330,INERTIAL,0.5984,124.384,-1.441,2.9254,0
55.800,-81.8322,-38.2388,2.8938,-158.0084,INERTIAL,0.5986,124.673,-1.441,2.8760,0
55.900,-81.9609,-38.4979,2.8933,-158.5500,INERTIAL,0.5989,124.962,-1.441,2.8925,0
56.000,-82.0929,-38.7635,2.9509,-158.8242,INERTIAL,0.5991,125.259,-1.441,3.0201,0
56.100,-82.2238,-39.0270,2.9436,-159.5560,INERTIAL,0.5993,125.553,-1.441,2.9339,0
56.200,-82.3530,-39.2868,2.9105,-160.4806,INERTIAL,0.5996,125.843,-1.441,2.8593,0
56.300,-82.4818,-39.5461,2.8986,-160.8896,INERTIAL,0.5999,126.132,-1.441,2.8836,0
56.400,-82.6120,-39.8081,2.9196,-160.9610,INERTIAL,0.6001,126.425,-1.441,2.9501,0
56.500,-82.7410,-40.0677,2.9043,-160.7369,INERTIAL,0.6004,126.715,-1.441,2.8822,0
56.600,-82.8697,-40.3268,2.8958,-161.0997,INERTIAL,0.6007,127.004,-1.441,2.8847,0
56.700,-82.9955,-40.5800,2.8456,-160.6565,INERTIAL,0.6010,127.287,-1.441,2.7556,0
56.800,-83.1264,-40.8434,2.9132,-161.4251,INERTIAL,0.6013,127.581,-1.441,3.0171,0
56.900,-83.2511,-41.0943,2.8368,-162.0420,INERTIAL,0.6016,127.861,-1.441,2.6730,0
57.000,-82.9520,-40.8090,2.8690,-163.5046,INERTIAL,0.6020,128.150,-1.441,2.9354,0
57.100,-83.1806,-40.9740,2.8387,-164.8232,INERTIAL,0.6024,128.432,-1.441,2.7888,0
57.200,-83.4139,-41.1423,2.8616,-165.4697,INERTIAL,0.6028,128.720,-1.441,2.9015,0
57.300,-83.6421,-41.3070,2.8336,-166.0055,INERTIAL,0.6032,129.001,-1.441,2.7736,0
57.400,-83.8784,-41.4775,2.8795,-166.5343,INERTIAL,0.6036,129.292,-1.441,2.9611,0
57.500,-84.1056,-41.6414,2.8356,-166.5307,INERTIAL,0.6040,129.572,-1.441,2.7503,0
57.600,-84.3394,-41.8101,2.8618,-165.4774,INERTIAL,0.6044,129.861,-1.441,2.9009,0
57.700,-84.5583,-41.9681,2.7706,-164.4017,INERTIAL,0.6049,130.131,-1.441,2.5592,0
57.800,-84.7808,-42.1286,2.7562,-164.1968,INERTIAL,0.6053,130.405,-1.441,2.7253,0
57.900,-84.9920,-42.2810,2.6750,-164.1042,INERTIAL,0.6058,130.666,-1.441,2.5279,0
58.000,-85.2106,-42.4387,2.6860,-164.8150,INERTIAL,0.6062,130.935,-1.441,2.7059,0
58.100,-85.4171,-42.5878,2.6124,-166.3365,INERTIAL,0.6067,131.190,-1.441,2.4236,0
58.200,-85.6378,-42.7470,2.6685,-168.1010,INERTIAL,0.6072,131.462,-1.441,2.7693,0
58.300,-85.8496,-42.8998,2.6391,-169.9458,INERTIAL,0.6077,131.723,-1.441,2.5851,0
58.400,-86.0661,-43.0561,2.6553,-172.1928,INERTIAL,0.6081,131.990,-1.441,2.6812,0
58.500,-86.2680,-43.2017,2.5673,-173.5046,INERTIAL,0.6086,132.239,-1.441,2.3605,0
58.600,-86.4832,-43.3570,2.6127,-174.0814,INERTIAL,0.6090,132.504,-1.441,2.6994,0
58.700,-86.6838,-43.5018,2.5404,-174.4540,INERTIAL,0.6095,132.752,-1.441,2.4091,0
58.800,-86.8840,-43.6463,2.5033,-174.0786,INERTIAL,0.6100,132.999,-1.441,2.4187,0
58.900,-87.0746,-43.7837,2.4244,-172.6374,INERTIAL,0.6106,133.234,-1.441,2.1796,0
59.000,-87.2687,-43.9238,2.4095,-171.6615,INERTIAL,0.6111,133.473,-1.441,2.3714,0
59.100,-87.1299,-43.8622,2.3796,-170.2311,INERTIAL,0.6117,133.708,-1.441,2.3191,0
59.200,-87.3512,-43.9450,2.3719,-168.5188,INERTIAL,0.6123,133.944,-1.441,2.3560,0
59.300,-87.5658,-44.0252,2.3346,-166.7035,INERTIAL,0.6128,134.173,-1.441,2.2576,0
59.400,-87.7885,-44.1085,2.3547,-165.0244,INERTIAL,0.6133,134.411,-1.441,2.3873,0
59.500,-88.0119,-44.1920,2.3689,-163.9894,INERTIAL,0.6138,134.649,-1.441,2.3924,0
59.600,-88.2288,-44.2731,2.3427,-163.2336,INERTIAL,0.6142,134.881,-1.441,2.2895,0
59.700,-88.4407,-44.3523,2.3014,-163.8141,INERTIAL,0.6147,135.107,-1.441,2.2059,0
59.800,-88.6503,-44.4306,2.2695,-164.4338,INERTIAL,0.6152,135.331,-1.441,2.2071,0
59.900,-88.8661,-44.5113,2.2869,-164.6290,INERTIAL,0.6157,135.561,-1.441,2.3194,0
60.000,-89.0762,-44.5899,2.2644,-164.5198,INERTIAL,0.6162,135.786,-1.441,2.2193,0
60.100,-89.2880,-44.6691,2.2631,-164.5164,INERTIAL,0.6166,136.012,-1.441,2.2609,0
60.200,-89.4985,-44.7478,2.2550,-165.4583,INERTIAL,0.6171,136.236,-1.441,2.2385,0
60.300,-89.7195,-44.8303,2.3082,-167.2954,INERTIAL,0.6175,136.472,-1.441,2.3953,0
60.400,-89.9344,-44.9107,2.3008,-169.8088,INERTIAL,0.6179,136.702,-1.441,2.2881,0
60.500,-90.1477,-44.9904,2.2883,-172.1023,INERTIAL,0.6183,136.929,-1.441,2.2655,0
60.600,-90.3593,-45.0695,2.2723,-173.7027,INERTIAL,0.6188,137.155,-1.441,2.2435,0
60.700,-90.5809,-45.1524,2.3237,-174.3489,INERTIAL,0.6191,137.392,-1.441,2.4038,0
60.800,-90.7958,-45.2327,2.3070,-174.4644,INERTIAL,0.6196,137.621,-1.441,2.2748,0
60.900,-91.0104,-45.3129,2.2979,-174.2052,INERTIAL,0.6200,137.850,-1.441,2.2816,0
61.000,-91.2260,-45.3935,2.3003,-174.1496,INERTIAL,0.6204,138.081,-1.441,2.3047,0
61.100,-91.4505,-45.4775,2.3544,-174.3838,INERTIAL,0.6207,138.320,-1.441,2.4358,0
61.200,-91.6751,-45.5614,2.3790,-174.7404,INERTIAL,0.6211,138.560,-1.441,2.4158,0
61.300,-91.8973,-45.6445,2.3748,-175.3182,INERTIAL,0.6214,138.797,-1.441,2.3690,0
61.400,-92.1182,-45.7271,2.3645,-176.8012,INERTIAL,0.6217,139.033,-1.441,2.3483,0
61.500,-92.3488,-45.8133,2.4263,-179.3220,INERTIAL,0.6220,139.279,-1.441,2.5050,0
61.600,-92.5774,-45.8988,2.4356,177.8086,INERTIAL,0.6223,139.523,-1.441,2.4498,0
61.700,-92.8040,-45.9835,2.4240,175.5619,INERTIAL,0.6226,139.765,-1.441,2.4072,0
61.800,-93.0345,-46.0696,2.4490,172.9992,INERTIAL,0.6229,140.011,-1.441,2.4823,0
61.900,-93.2712,-46.1581,2.5033,170.7212,INERTIAL,0.6232,140.264,-1.441,2.5684,0
62.000,-93.5066,-46.2461,2.5099,168.3977,INERTIAL,0.6234,140.515,-1.441,2.5183,0
62.100,-93.7469,-46.3360,2.5517,166.2165,INERTIAL,0.6237,140.772,-1.441,2.5981,0
62.200,-93.4250,-46.2390,2.5616,163.7387,INERTIAL,0.6239,141.028,-1.441,2.5743,0
62.300,-93.6865,-46.2258,2.6064,161.2686,INERTIAL,0.6241,141.290,-1.441,2.6616,0
62.400,-93.9455,-46.2127,2.5952,158.8604,INERTIAL,0.6243,141.550,-1.441,2.5816,0
62.500,-94.2060,-46.1995,2.6065,156.5994,INERTIAL,0.6246,141.810,-1.441,2.6195,0
62.600,-94.4710,-46.1861,2.6446,154.1027,INERTIAL,0.6248,142.076,-1.441,2.6855,0
62.700,-94.7436,-46.1723,2.7159,151.8734,INERTIAL,0.6250,142.349,-1.441,2.7909,0
62.800,-95.0146,-46.1586,2.7140,150.0373,INERTIAL,0.6252,142.620,-1.441,2.7119,0
62.900,-95.2856,-46.1450,2.7139,148.8284,INERTIAL,0.6253,142.891,-1.441,2.7137,0
63.000,-95.5614,-46.1310,2.7566,148.0167,INERTIAL,0.6255,143.168,-1.441,2.8027,0
63.100,-95.8401,-46.1169,2.7877,147.5342,INERTIAL,0.6257,143.447,-1.441,2.8213,0
63.200,-96.1181,-46.1029,2.7844,147.1802,INERTIAL,0.6259,143.725,-1.441,2.7809,0
63.300,-96.3968,-46.0888,2.7900,146.6572,INERTIAL,0.6261,144.004,-1.441,2.7961,0
63.400,-96.6805,-46.0745,2.8364,146.3046,INERTIAL,0.6263,144.288,-1.441,2.8866,0
63.500,-96.9668,-46.0600,2.8645,145.7130,INERTIAL,0.6264,144.575,-1.441,2.8948,0
63.600,-97.2545,-46.0455,2.8795,144.4351,INERTIAL,0.6266,144.863,-1.441,2.8957,0
63.700,-97.5459,-46.0307,2.9149,143.0814,INERTIAL,0.6268,145.155,-1.441,2.9531,0
63.800,-97.8396,-46.0159,2.9387,141.8052,INERTIAL,0.6270,145.449,-1.441,2.9645,0
63.900,-98.1355,-46.0009,2.9612,140.4897,INERTIAL,0.6272,145.745,-1.441,2.9855,0
64.000,-97.9606,-46.0277,2.9371,139.2505,INERTIAL,0.6273,146.038,-1.441,2.9111,0
64.100,-98.2347,-45.9196,2.9453,138.4617,INERTIAL,0.6275,146.333,-1.441,2.9542,0
64.200,-98.5076,-45.8120,2.9349,138.3360,INERTIAL,0.6277,146.626,-1.441,2.9236,0
64.300,-98.7805,-45.7044,2.9337,138.6638,INERTIAL,0.6279,146.920,-1.441,2.9324,0
64.400,-99.0578,-45.5951,2.9766,138.7437,INERTIAL,0.6280,147.218,-1.441,3.0229,0
64.500,-99.3336,-45.4863,2.9663,138.5634,INERTIAL,0.6282,147.514,-1.441,2.9553,0
64.600,-99.6139,-45.3758,3.0096,137.9690,INERTIAL,0.6284,147.816,-1.441,3.0564,0
64.700,-99.8955,-45.2647,3.0253,137.2993,INERTIAL,0.6286,148.118,-1.441,3.0423,0
64.800,-100.1794,-45.1528,3.0502,136.7036,INERTIAL,0.6288,148.424,-1.441,3.0771,0
64.900,-100.4640,-45.0406,3.0583,136.5545,INERTIAL,0.6289,148.729,-1.441,3.0670,0
65.000,-100.7527,-44.9267,3.0998,136.0503,INERTIAL,0.6291,149.040,-1.441,3.1448,0
65.100,-101.0415,-44.8128,3.1043,136.0521,INERTIAL,0.6293,149.350,-1.441,3.1092,0
65.200,-101.3332,-44.6978,3.1326,136.1309,INERTIAL,0.6295,149.664,-1.441,3.1632,0
65.300,-101.2701,-44.7469,3.1201,136.4377,INERTIAL,0.6297,149.976,-1.441,3.1065,0
65.400,-101.5197,-44.5588,3.1250,136.8619,INERTIAL,0.6298,150.288,-1.441,3.1303,0
65.500,-101.7705,-44.3697,3.1402,137.2785,INERTIAL,0.6300,150.602,-1.441,3.1566,0
65.600,-102.0235,-44.1791,3.1650,137.5425,INERTIAL,0.6302,150.919,-1.441,3.1918,0
65.700,-102.2794,-43.9862,3.2018,138.2081,INERTIAL,0.6304,151.240,-1.441,3.2416,0
65.800,-102.5372,-43.7919,3.2266,139.2741,INERTIAL,0.6306,151.562,-1.441,3.2535,0
65.900,-102.7924,-43.5996,3.1974,140.4880,INERTIAL,0.6307,151.882,-1.441,3.1658,0
66.000,-103.0475,-43.4074,3.1944,141.4177,INERTIAL,0.6309,152.201,-1.441,3.1911,0
66.100,-103.3007,-43.2165,3.1730,141.6749,INERTIAL,0.6311,152.518,-1.441,3.1474,0
66.200,-103.5540,-43.0257,3.1711,141.7806,INERTIAL,0.6313,152.836,-1.441,3.1691,0
66.300,-103.8107,-42.8322,3.2107,141.8416,INERTIAL,0.6315,153.157,-1.441,3.2533,0
66.400,-104.0647,-42.6408,3.1828,142.2944,INERTIAL,0.6316,153.475,-1.441,3.1468,0
66.500,-104.3242,-42.4452,3.2423,142.7623,INERTIAL,0.6318,153.800,-1.441,3.3039,0
66.600,-104.5885,-42.2461,3.3015,143.5495,INERTIAL,0.6320,154.131,-1.441,3.3648,0
66.700,-104.8514,-42.0479,3.2938,144.0715,INERTIAL,0.6322,154.460,-1.441,3.2855,0
66.800,-105.1166,-41.8481,3.3182,144.7724,INERTIAL,0.6324,154.792,-1.441,3.3445,0
66.900,-105.3835,-41.6470,3.3395,145.1034,INERTIAL,0.6326,155.126,-1.441,3.3626,0
67.000,-105.6449,-41.4500,3.2790,145.2779,INERTIAL,0.6327,155.454,-1.441,3.2079,0
67.100,-105.9095,-41.2506,3.3098,145.7035,INERTIAL,0.6329,155.785,-1.441,3.3424,0
67.200,-106.1722,-41.0526,3.2915,146.3019,INERTIAL,0.6331,156.114,-1.441,3.2700,0
67.300,-106.4379,-40.8524,3.3231,147.1263,INERTIAL,0.6333,156.447,-1.441,3.3564,0
67.400,-106.7032,-40.6524,3.3224,148.1137,INERTIAL,0.6335,156.779,-1.441,3.3217,0
67.500,-107.0927,-40.3727,3.3065,148.9363,INERTIAL,0.6337,157.109,-1.441,3.2894,0
67.600,-107.3753,-40.2025,3.2994,149.5038,INERTIAL,0.6338,157.439,-1.441,3.2917,0
67.700,-107.6622,-40.0296,3.3460,149.8677,INERTIAL,0.6340,157.774,-1.441,3.3964,0
67.800,-107.9480,-39.8575,3.3370,150.6114,INERTIAL,0.6342,158.108,-1.441,3.3272,0
67.900,-108.2331,-39.6857,3.3292,151.5217,INERTIAL,0.6344,158.441,-1.441,3.3207,0
68.000,-108.5138,-39.5166,3.2810,152.3064,INERTIAL,0.6345,158.768,-1.441,3.2289,0
68.100,-108.7944,-39.3477,3.2756,152.8812,INERTIAL,0.6347,159.096,-1.441,3.2698,0
68.200,-109.0781,-39.1767,3.3097,153.3031,INERTIAL,0.6349,159.427,-1.441,3.3466,0
68.300,-109.3603,-39.0068,3.2950,153.8277,INERTIAL,0.6351,159.757,-1.441,3.2791,0
68.400,-109.6398,-38.8384,3.2652,154.5673,INERTIAL,0.6353,160.083,-1.441,3.2329,0
68.500,-109.9249,-38.6667,3.3238,155.0917,INERTIAL,0.6354,160.416,-1.441,3.3872,0
68.600,-110.2055,-38.4977,3.2794,154.8416,INERTIAL,0.6356,160.743,-1.441,3.2313,0
68.700,-110.4878,-38.3276,3.2944,154.5289,INERTIAL,0.6358,161.073,-1.441,3.3107,0
68.800,-110.7703,-38.1574,3.2975,154.5789,INERTIAL,0.6360,161.403,-1.441,3.3009,0
68.900,-111.0551,-37.9859,3.3227,155.0800,INERTIAL,0.6361,161.735,-1.441,3.3500,0
69.000,-111.3364,-37.8164,3.2871,155.3637,INERTIAL,0.6363,162.064,-1.441,3.2486,0
69.100,-111.6135,-37.6495,3.2390,155.5767,INERTIAL,0.6365,162.387,-1.441,3.1870,0
69.200,-111.8886,-37.4838,3.2132,155.8481,INERTIAL,0.6367,162.708,-1.441,3.1853,0
69.300,-112.1680,-37.3155,3.2581,156.4065,INERTIAL,0.6368,163.034,-1.441,3.3066,0
69.400,-112.4470,-37.1475,3.2569,156.7299,INERTIAL,0.6370,163.360,-1.441,3.2556,0
69.500,-112.7234,-36.9810,3.2290,156.1776,INERTIAL,0.6372,163.683,-1.441,3.1988,0
69.600,-112.9981,-36.8155,3.2091,156.0025,INERTIAL,0.6374,164.003,-1.441,3.1877,0
69.700,-113.2782,-36.6467,3.2656,156.1140,INERTIAL,0.6375,164.330,-1.441,3.3266,0
69.800,-113.5562,-36.4793,3.2468,155.7530,INERTIAL,0.6377,164.655,-1.441,3.2264,0
69.900,-113.8431,-36.3065,3.3412,155.0795,INERTIAL,0.6379,164.990,-1.441,3.4434,0
70.000,-114.1287,-36.1345,3.3347,154.7979,INERTIAL,0.6381,165.323,-1.441,3.3276,0
70.100,-114.4179,-35.9602,3.3734,154.6325,INERTIAL,0.6383,165.661,-1.441,3.4153,0
70.200,-114.8836,-35.7416,3.3302,155.1349,INERTIAL,0.6384,165.994,-1.441,3.2834,0
70.300,-115.1910,-35.6059,3.3575,155.5006,INERTIAL,0.6386,166.330,-1.441,3.3870,0
70.400,-115.4944,-35.4720,3.3197,155.9421,INERTIAL,0.6388,166.661,-1.441,3.2788,0
70.500,-115.8005,-35.3369,3.3439,156.2189,INERTIAL,0.6390,166.996,-1.441,3.3701,0
70.600,-116.1026,-35.2035,3.3061,156.5531,INERTIAL,0.6391,167.326,-1.441,3.2653,0
70.700,-116.4125,-35.0667,3.3811,156.6825,INERTIAL,0.6393,167.665,-1.441,3.4621,0
70.800,-116.7192,-34.9313,3.3551,156.4084,INERTIAL,0.6395,168.000,-1.441,3.3271,0
70.900,-117.0274,-34.7952,3.3678,155.9381,INERTIAL,0.6397,168.337,-1.441,3.3814,0
71.000,-117.3329,-34.6603,3.3417,155.7634,INERTIAL,0.6398,168.671,-1.441,3.3135,0
71.100,-117.6434,-34.5233,3.3903,155.8143,INERTIAL,0.6400,169.010,-1.441,3.4429,0
71.200,-117.9507,-34.3876,3.3610,156.1333,INERTIAL,0.6402,169.346,-1.441,3.3293,0
71.300,-118.2596,-34.2513,3.3757,156.1331,INERTIAL,0.6404,169.684,-1.441,3.3915,0
71.400,-118.5657,-34.1161,3.3481,156.5161,INERTIAL,0.6405,170.019,-1.441,3.3173,0
71.500,-118.8773,-33.9786,3.4009,157.0831,INERTIAL,0.6407,170.359,-1.441,3.4576,0
71.600,-119.1861,-33.8423,3.3780,157.6444,INERTIAL,0.6409,170.697,-1.441,3.3533,0
71.700,-119.4986,-33.7043,3.4131,157.8627,INERTIAL,0.6411,171.038,-1.441,3.4510,0
71.800,-119.8071,-33.5681,3.3754,158.0506,INERTIAL,0.6412,171.376,-1.441,3.3347,0
71.900,-120.1193,-33.4303,3.4097,158.7388,INERTIAL,0.6414,171.717,-1.441,3.4468,0
72.000,-120.4312,-33.2926,3.4090,160.6447,INERTIAL,0.6416,172.058,-1.441,3.4082,0
72.100,-120.7407,-33.1560,3.3856,162.2047,INERTIAL,0.6418,172.396,-1.441,3.3604,0
72.200,-121.0474,-33.0206,3.3550,163.4284,INERTIAL,0.6419,172.731,-1.441,3.3218,0
72.300,-121.3560,-32.8843,3.3721,163.9100,INERTIAL,0.6421,173.069,-1.441,3.3906,0
72.400,-121.6637,-32.7485,3.3643,164.1806,INERTIAL,0.6423,173.405,-1.441,3.3558,0
72.500,-121.9741,-32.6115,3.3904,164.4086,INERTIAL,0.6425,173.744,-1.441,3.4187,0
72.600,-122.2835,-32.4749,3.3831,164.6260,INERTIAL,0.6427,174.083,-1.441,3.3751,0
72.700,-122.5909,-32.3392,3.3621,164.7959,INERTIAL,0.6428,174.419,-1.441,3.3394,0
72.800,-122.8993,-32.2030,3.3702,164.8931,INERTIAL,0.6430,174.756,-1.441,3.3789,0
72.900,-123.2101,-32.0658,3.3956,165.0036,INERTIAL,0.6432,175.095,-1.441,3.4232,0
73.000,-123.5216,-31.9283,3.4042,165.1818,INERTIAL,0.6434,175.436,-1.441,3.4135,0
73.100,-123.8340,-31.7904,3.4139,165.5646,INERTIAL,0.6435,175.777,-1.441,3.4243,0
73.200,-124.1457,-31.6528,3.4081,166.3481,INERTIAL,0.6437,176.118,-1.441,3.4018,0
73.300,-124.4556,-31.5160,3.3882,166.7959,INERTIAL,0.6439,176.457,-1.441,3.3668,0
73.400,-124.7643,-31.3797,3.3757,168.3301,INERTIAL,0.6440,176.794,-1.441,3.3621,0
73.500,-125.0727,-31.2436,3.3715,168.7261,INERTIAL,0.6442,177.131,-1.441,3.3669,0
73.600,-125.3856,-31.1054,3.4166,168.6225,INERTIAL,0.6444,177.473,-1.441,3.4654,0
73.700,-125.6987,-30.9672,3.4228,168.4263,INERTIAL,0.6446,177.816,-1.441,3.4296,0
73.800,-126.0117,-30.8290,3.4210,167.8468,INERTIAL,0.6447,178.158,-1.441,3.4191,0
73.900,-126.3236,-30.6913,3.4103,167.2982,INERTIAL,0.6449,178.499,-1.441,3.3987,0
74.000,-126.6337,-30.5544,3.3913,167.2317,INERTIAL,0.6451,178.838,-1.441,3.3708,0
74.100,-126.9449,-30.4171,3.4008,166.9861,INERTIAL,0.6453,179.178,-1.441,3.4110,0
74.200,-127.2552,-30.2801,3.3930,166.7371,INERTIAL,0.6454,179.517,-1.441,3.3845,0
74.300,-127.5659,-30.1429,3.3958,166.7818,INERTIAL,0.6456,179.857,-1.441,3.3989,0
74.400,-127.8768,-30.0057,3.3979,167.0926,INERTIAL,0.6458,180.197,-1.441,3.4002,0
74.500,-128.1902,-29.8673,3.4241,167.6007,INERTIAL,0.6460,180.539,-1.441,3.4524,0
74.600,-128.5043,-29.7286,3.4326,168.0335,INERTIAL,0.6461,180.882,-1.441,3.4418,0
74.700,-128.8211,-29.5888,3.4608,168.6306,INERTIAL,0.6463,181.229,-1.441,3.4912,0
74.800,-129.5878,-29.3430,3.4691,168.6089,INERTIAL,0.6465,181.576,-1.441,3.4781,0
74.900,-129.9342,-29.3104,3.4779,168.4166,INERTIAL,0.6467,181.924,-1.441,3.4874,0
75.000,-130.2800,-29.2778,3.4736,168.1659,INERTIAL,0.6468,182.271,-1.441,3.4689,0
75.100,-130.6240,-29.2453,3.4573,167.9782,INERTIAL,0.6470,182.617,-1.441,3.4398,0
75.200,-130.9695,-29.2127,3.4688,168.2072,INERTIAL,0.6472,182.964,-1.441,3.4812,0
75.300,-131.3138,-29.1802,3.4595,168.7719,INERTIAL,0.6474,183.309,-1.441,3.4494,0
75.400,-131.6596,-29.1476,3.4722,169.4688,INERTIAL,0.6475,183.657,-1.441,3.4860,0
75.500,-132.0047,-29.1151,3.4666,170.3393,INERTIAL,0.6477,184.003,-1.441,3.4606,0
75.600,-132.3514,-29.0824,3.4811,171.0547,INERTIAL,0.6479,184.352,-1.441,3.4967,0
75.700,-132.6945,-29.0500,3.4486,171.5292,INERTIAL,0.6481,184.696,-1.441,3.4135,0
75.800,-133.0403,-29.0174,3.4715,171.7367,INERTIAL,0.6482,185.044,-1.441,3.4963,0
75.900,-133.3914,-28.9843,3.5233,172.3480,INERTIAL,0.6484,185.396,-1.441,3.5792,0
76.000,-133.7401,-28.9514,3.5036,172.8753,INERTIAL,0.6486,185.746,-1.441,3.4824,0
76.100,-134.0906,-28.9184,3.5197,173.6861,INERTIAL,0.6487,186.099,-1.441,3.5371,0
76.200,-134.4406,-28.8853,3.5152,174.9578,INERTIAL,0.6489,186.450,-1.441,3.5104,0
76.300,-134.7890,-28.8525,3.5009,176.2422,INERTIAL,0.6491,186.800,-1.441,3.4854,0
76.400,-135.1382,-28.8196,3.5073,177.0723,INERTIAL,0.6493,187.151,-1.441,3.5142,0
76.500,-135.4893,-28.7864,3.5245,178.1657,INERTIAL,0.6494,187.503,-1.441,3.5431,0
76.600,-135.8410,-28.7533,3.5324,178.9475,INERTIAL,0.6496,187.857,-1.441,3.5410,0
76.700,-136.1919,-28.7202,3.5252,179.4759,INERTIAL,0.6498,188.209,-1.441,3.5173,0
76.800,-136.5389,-28.6874,3.4885,179.4670,INERTIAL,0.6500,188.558,-1.441,3.4488,0
