t_s,type,text
85.010,ALIGN,"psi=89.91 (sway) pitch=0.60 roll=67.27 blocks=6 moved_at=NaN sway_ratio=58.2"
90.790,ALIGN,"psi=89.98 (sway) pitch=0.60 roll=67.27 blocks=6 moved_at=NaN sway_ratio=47.6"
95.010,ALIGN,"psi=89.98 (sway) pitch=0.64 roll=67.27 blocks=7 moved_at=NaN sway_ratio=47.6"
100.790,ALIGN,"psi=89.30 (sway) pitch=0.64 roll=67.27 blocks=7 moved_at=NaN sway_ratio=54.2"
105.010,ALIGN,"psi=89.30 (sway) pitch=0.72 roll=67.13 blocks=8 moved_at=NaN sway_ratio=54.2"
110.790,ALIGN,"psi=89.26 (sway) pitch=0.72 roll=67.13 blocks=8 moved_at=NaN sway_ratio=50.3"
115.010,ALIGN,"psi=89.26 (sway) pitch=0.66 roll=67.04 blocks=9 moved_at=NaN sway_ratio=50.3"
120.790,ALIGN,"psi=89.27 (sway) pitch=0.66 roll=67.04 blocks=9 moved_at=NaN sway_ratio=47.0"
125.010,ALIGN,"psi=89.27 (sway) pitch=0.55 roll=66.99 blocks=10 moved_at=NaN sway_ratio=47.0"
130.790,ALIGN,"psi=89.38 (sway) pitch=0.55 roll=66.99 blocks=10 moved_at=NaN sway_ratio=37.0"
135.010,ALIGN,"psi=89.38 (sway) pitch=0.99 roll=67.14 blocks=11 moved_at=NaN sway_ratio=37.0"
140.790,ALIGN,"psi=89.39 (sway) pitch=0.99 roll=67.14 blocks=11 moved_at=NaN sway_ratio=36.8"
145.010,ALIGN,"psi=89.39 (sway) pitch=0.99 roll=66.94 blocks=12 moved_at=NaN sway_ratio=36.8"
150.790,ALIGN,"psi=89.37 (sway) pitch=0.99 roll=66.94 blocks=12 moved_at=NaN sway_ratio=33.2"
155.010,ALIGN,"psi=89.37 (sway) pitch=0.96 roll=66.92 blocks=13 moved_at=NaN sway_ratio=33.2"
160.790,ALIGN,"psi=89.42 (sway) pitch=0.96 roll=66.92 blocks=13 moved_at=NaN sway_ratio=31.6"
165.010,ALIGN,"psi=89.42 (sway) pitch=0.92 roll=66.94 blocks=14 moved_at=NaN sway_ratio=31.6"
170.790,ALIGN,"psi=89.37 (sway) pitch=0.92 roll=66.94 blocks=14 moved_at=NaN sway_ratio=35.0"
175.010,ALIGN,"psi=89.37 (sway) pitch=1.07 roll=67.07 blocks=15 moved_at=NaN sway_ratio=35.0"
180.790,ALIGN,"psi=89.04 (sway) pitch=1.07 roll=67.07 blocks=15 moved_at=NaN sway_ratio=32.2"
185.010,ALIGN,"psi=89.04 (sway) pitch=1.05 roll=66.85 blocks=16 moved_at=NaN sway_ratio=32.2"
190.790,ALIGN,"psi=89.03 (sway) pitch=1.05 roll=66.85 blocks=16 moved_at=NaN sway_ratio=33.2"
195.010,ALIGN,"psi=89.03 (sway) pitch=1.16 roll=67.01 blocks=17 moved_at=NaN sway_ratio=33.2"
200.790,ALIGN,"psi=89.09 (sway) pitch=1.16 roll=67.01 blocks=17 moved_at=NaN sway_ratio=33.5"
205.010,ALIGN,"psi=89.09 (sway) pitch=1.05 roll=66.80 blocks=18 moved_at=NaN sway_ratio=33.5"
210.790,ALIGN,"psi=89.09 (sway) pitch=1.05 roll=66.80 blocks=18 moved_at=NaN sway_ratio=32.4"
215.010,ALIGN,"psi=89.09 (sway) pitch=0.91 roll=66.71 blocks=19 moved_at=NaN sway_ratio=32.4"
222.096,PHASE,"STOP_STAND"
237.097,OUTAGE_END,"distance_m=677 duration_s=174 (no return fix)"
237.097,PHASE,"DONE"
