t_s,type,text
63.530,ALIGN,"psi=91.13 (sway) pitch=1.03 roll=68.24 blocks=2 moved_at=NaN sway_ratio=11.4"
65.010,ALIGN,"psi=91.13 (sway) pitch=1.06 roll=68.02 blocks=3 moved_at=NaN sway_ratio=11.4"
73.530,ALIGN,"psi=90.79 (sway) pitch=1.06 roll=68.02 blocks=3 moved_at=NaN sway_ratio=10.2"
75.010,ALIGN,"psi=90.79 (sway) pitch=1.04 roll=67.86 blocks=4 moved_at=NaN sway_ratio=10.2"
83.527,SIM_ENTER,"armed=true"
83.530,ALIGN,"psi=90.69 (sway) pitch=1.04 roll=67.86 blocks=4 moved_at=NaN sway_ratio=8.3"
83.600,MODE,"GNSS_INS->INERTIAL sim"
83.600,DISARMED,"gnss5s"
83.600,BAND_ENTER,""
85.010,ALIGN,"psi=90.69 (sway) pitch=1.06 roll=67.70 blocks=5 moved_at=NaN sway_ratio=8.3"
93.530,ALIGN,"psi=89.67 (sway) pitch=1.06 roll=67.70 blocks=5 moved_at=NaN sway_ratio=12.5"
95.010,ALIGN,"psi=89.67 (sway) pitch=1.03 roll=67.60 blocks=6 moved_at=NaN sway_ratio=12.5"
103.530,ALIGN,"psi=89.83 (sway) pitch=1.03 roll=67.60 blocks=6 moved_at=NaN sway_ratio=10.9"
105.010,ALIGN,"psi=89.83 (sway) pitch=0.97 roll=67.50 blocks=7 moved_at=NaN sway_ratio=10.9"
113.530,ALIGN,"psi=89.07 (sway) pitch=0.97 roll=67.50 blocks=7 moved_at=NaN sway_ratio=10.6"
115.010,ALIGN,"psi=89.07 (sway) pitch=0.82 roll=67.43 blocks=8 moved_at=NaN sway_ratio=10.6"
123.530,ALIGN,"psi=88.59 (sway) pitch=0.82 roll=67.43 blocks=8 moved_at=NaN sway_ratio=9.9"
125.010,ALIGN,"psi=88.59 (sway) pitch=0.89 roll=67.36 blocks=9 moved_at=NaN sway_ratio=9.9"
133.530,ALIGN,"psi=89.33 (sway) pitch=0.89 roll=67.36 blocks=9 moved_at=NaN sway_ratio=11.0"
135.010,ALIGN,"psi=89.33 (sway) pitch=0.87 roll=67.40 blocks=10 moved_at=NaN sway_ratio=11.0"
143.530,ALIGN,"psi=89.47 (sway) pitch=0.87 roll=67.40 blocks=10 moved_at=NaN sway_ratio=10.9"
145.010,ALIGN,"psi=89.47 (sway) pitch=0.98 roll=67.39 blocks=11 moved_at=NaN sway_ratio=10.9"
153.530,ALIGN,"psi=89.60 (sway) pitch=0.98 roll=67.39 blocks=11 moved_at=NaN sway_ratio=11.3"
155.010,ALIGN,"psi=89.60 (sway) pitch=0.99 roll=67.36 blocks=12 moved_at=NaN sway_ratio=11.3"
163.530,ALIGN,"psi=89.61 (sway) pitch=0.99 roll=67.36 blocks=12 moved_at=NaN sway_ratio=12.0"
165.010,ALIGN,"psi=89.61 (sway) pitch=0.88 roll=67.38 blocks=13 moved_at=NaN sway_ratio=12.0"
173.530,ALIGN,"psi=90.38 (sway) pitch=0.88 roll=67.38 blocks=13 moved_at=NaN sway_ratio=13.7"
175.010,ALIGN,"psi=90.38 (sway) pitch=0.82 roll=67.28 blocks=14 moved_at=NaN sway_ratio=13.7"
183.530,ALIGN,"psi=90.35 (sway) pitch=0.82 roll=67.28 blocks=14 moved_at=NaN sway_ratio=14.1"
185.010,ALIGN,"psi=90.35 (sway) pitch=0.79 roll=67.21 blocks=15 moved_at=NaN sway_ratio=14.1"
193.530,ALIGN,"psi=90.26 (sway) pitch=0.79 roll=67.21 blocks=15 moved_at=NaN sway_ratio=14.3"
195.010,ALIGN,"psi=90.26 (sway) pitch=0.73 roll=67.22 blocks=16 moved_at=NaN sway_ratio=14.3"
203.530,ALIGN,"psi=90.23 (sway) pitch=0.73 roll=67.22 blocks=16 moved_at=NaN sway_ratio=14.6"
205.010,ALIGN,"psi=90.23 (sway) pitch=0.61 roll=67.22 blocks=17 moved_at=NaN sway_ratio=14.6"
213.530,ALIGN,"psi=89.91 (sway) pitch=0.61 roll=67.22 blocks=17 moved_at=NaN sway_ratio=16.6"
213.533,REVEAL,"off_by_m=7.1 distance_m=574 duration_s=131 max_err_m=9.1 sim=true armed=true"
213.600,MODE,"INERTIAL->RECOVERING"
213.600,BAND_EXIT,""
215.010,ALIGN,"psi=89.91 (sway) pitch=0.54 roll=67.11 blocks=18 moved_at=NaN sway_ratio=16.6"
216.600,MODE,"RECOVERING->GNSS_INS"
218.600,ARMED,""
223.530,ALIGN,"psi=89.86 (sway) pitch=0.54 roll=67.11 blocks=18 moved_at=NaN sway_ratio=16.8"
225.010,ALIGN,"psi=89.86 (sway) pitch=0.46 roll=67.06 blocks=19 moved_at=NaN sway_ratio=16.8"
233.530,ALIGN,"psi=89.83 (sway) pitch=0.46 roll=67.06 blocks=19 moved_at=NaN sway_ratio=17.1"
235.010,ALIGN,"psi=89.83 (sway) pitch=0.49 roll=67.09 blocks=20 moved_at=NaN sway_ratio=17.1"
243.530,ALIGN,"psi=89.82 (sway) pitch=0.49 roll=67.09 blocks=20 moved_at=NaN sway_ratio=17.2"
245.010,ALIGN,"psi=89.82 (sway) pitch=0.46 roll=66.99 blocks=21 moved_at=NaN sway_ratio=17.2"
250.521,PHASE,"STOP_STAND"
255.010,ALIGN,"psi=89.82 (sway) pitch=0.59 roll=66.41 blocks=22 moved_at=NaN sway_ratio=17.2"
265.521,PHASE,"DONE"
