run,dir,n_win,n_moving,mae_raw,mae,bias,rmse,nll,cov68,sig_mean,mae_slow,false_stops,stop_latency_s,c10_drift_pct,c10_end_m,c10_after_stop_m,c10_rmse_m,c30_drift_pct,c30_end_m,c30_after_stop_m,c30_rmse_m,c60_drift_pct,c60_end_m,c60_after_stop_m,c60_rmse_m,turn_drift_pct,turn_end_m,turn_after_stop_m,turn_rmse_m,fold,cfg,model,rate,win,split,aug,seed,params,epochs,val_nll
17,BA,904,802,0.13826797902584076,0.1489332914352417,-0.060331426560878754,0.20987561345100403,-1.286507248878479,0.6371571072319202,0.15624263882637024,0.38368311524391174,0,0.09999999999999432,7.769326526721088,21.451456663329733,21.71069291882115,10.771145230533898,5.601927528608637,11.065863841434165,11.337826258407512,5.153424056225023,9.380725154784644,6.435218606016146,6.710135564122027,2.3423271143627713,7.166753281980276,7.112540133537726,7.381194225921913,2.3049354199773315,2,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,28,-1.4237
7,AB,1004,907,0.13134050369262695,0.1668267399072647,-0.012138324789702892,0.2692432999610901,-1.2203445434570312,0.6560088202866593,0.13406755030155182,0.747344970703125,0,0.10000000000000853,1.9580539086865425,5.571117790335926,5.563603164173077,2.625701143083737,2.8271709208823252,5.9877009075939185,6.043717836245934,3.170729255687901,5.154983502127767,5.32123028742149,5.531421880749254,1.5618244036704731,2.5475937942832085,5.707661441372818,5.819897530320449,2.140288780487033,3,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,29,-1.4689
9,BA,991,905,0.10168144106864929,0.12824030220508575,0.013097641989588737,0.1798950582742691,-1.559267520904541,0.7303867403314918,0.13495175540447235,0.6215105056762695,0,0.09999999999999432,1.6334835693030751,4.670888294774655,4.420214323283246,1.298970362891917,3.3300568457445943,7.323095552221613,6.82481356237016,2.241706731124552,5.37517345360195,5.757880763113914,5.416760715797395,2.0850585572194573,5.68987457391274,5.782838056841369,5.456453980728888,2.1946522251762275,3,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,29,-1.4689
18,AB,843,743,0.11161397397518158,0.14402391016483307,-0.018667016178369522,0.22076910734176636,-1.453372597694397,0.7496635262449529,0.1613132506608963,0.4705054759979248,0,0.3999999999999915,2.2693467992229595,6.15388389792286,6.020598374142709,6.462373240480616,3.4130929742728804,5.86065475619937,6.697258899680813,2.2888897214626027,17.800021326829246,7.471435640333359,8.38371890098305,2.843256162288353,2.2409877107006024,4.971510581948277,5.763656533902263,2.813069260374039,3,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,29,-1.4689
19,BA,738,647,0.21510572731494904,0.20523701608181,0.026508327573537827,0.46614009141921997,-0.45615148544311523,0.6924265842349304,0.2502628564834595,1.1351057291030884,0,0.10000000000000853,5.022563852205318,13.166315144240839,12.789753387808611,6.064672828789792,5.9598632459968215,8.736035367463247,8.372354703621625,3.281093015519056,,,,,8.548410883301369,8.326779948019412,7.963772443170247,3.4993223167098995,3,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,29,-1.4689
10,AB,775,673,0.205062597990036,0.25273460149765015,-0.05393321439623833,0.3372874855995178,-0.8452237248420715,0.7147102526002972,0.2664526104927063,0.7980660200119019,0,0.09999999999999432,3.3302852328984573,9.077718752185707,9.317150217777625,3.170660817825236,4.031519331632814,7.209957219557001,7.518089317063285,2.5186129843500757,,,,,3.701357277807847,8.082295045636894,8.37476998635921,2.790800864070052,4,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,15,-0.6711
11,BA,696,595,0.3229241967201233,0.29046788811683655,0.009170605801045895,0.5925487875938416,0.001972486963495612,0.6638655462184874,0.3183353841304779,0.9639666080474854,0,0.20000000000000284,1.0982843586548792,2.9489329752453033,2.649362881211774,4.693336483968474,5.948564941657462,8.207435054245465,9.185031335071073,2.6489407814285717,,,,,8.047240231436383,7.793843039324002,8.79550984996999,2.8365983891755193,4,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,15,-0.6711
20,AB,851,751,0.15485094487667084,0.17638029158115387,-0.03444087132811546,0.2776772975921631,-1.1298487186431885,0.8069241011984021,0.24148374795913696,0.3626943528652191,0,0.6999999999999886,3.225924953467486,8.800173439787685,8.492853018381176,7.356661307787366,3.9786510555680716,6.90852779458836,6.716177767527112,4.824276459750238,14.61892303569071,7.22488107602453,7.4372034820198625,2.910978368643086,3.696196585439719,8.286702996881182,8.039085287368422,6.071585296234059,4,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,15,-0.6711
21,BA,882,800,0.14727850258350372,0.18900886178016663,-0.020985661074519157,0.2752165198326111,-1.1574231386184692,0.78875,0.22509822249412537,0.6347818374633789,0,0.9000000000000057,3.8372206419840706,10.657705807345996,10.435299871969734,7.2970679890759484,5.902569681666655,11.061032057662446,11.719576297183808,3.907137295701273,11.481021167595163,7.302947698461137,7.852458216388873,2.9437525242289846,7.790740485443286,7.699490264634575,8.220400263001004,2.895339219194699,4,cnn_r100_w256_w16,cnn,100,256,gk5,1,0,16610,15,-0.6711
1,AB,1189,1031,0.13116419315338135,0.1364188939332962,0.059032540768384933,0.19032344222068787,-1.1981173753738403,0.6624636275460718,0.15011774003505707,0.26664769649505615,0,0.4000000000000057,8.068969509702097,23.689452783098705,23.587797156080516,11.321650807976148,4.063438002960982,9.30026848571281,9.303016647889713,4.584775704432373,9.199642849591868,12.858562158859572,12.760234725213545,7.007060316619532,4.048443843026375,9.087306399893835,9.089500860022094,4.4539663076473675,0,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,19,-1.5836
2,BA,1011,936,0.09224694222211838,0.10153652727603912,0.0021222983486950397,0.1578642725944519,-1.5400327444076538,0.7286324786324786,0.12181282043457031,0.5692245364189148,0,0.7000000000000028,2.1264966005844896,5.975907698869574,6.063031425748406,3.25592496700619,2.610056419404048,5.4759434080219815,5.700423260805643,1.3720923672717498,4.21469560005025,4.357937459212061,4.585815647532268,1.2363367887437557,4.2462568330125805,4.252911418429742,4.4806206272734626,1.1997791231193555,0,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,19,-1.5836
12,AB,754,680,0.16257765889167786,0.2327485978603363,0.010576699860394001,0.29498425126075745,-0.9820839166641235,0.611764705882353,0.2512281835079193,0.6298961043357849,0,0.10000000000000853,3.7425320897168084,10.464961758793782,11.299482320662255,3.2401807844295596,4.499098350827611,8.597336291376312,9.455733583045602,3.8013805717509426,,,,,3.7716815429015087,8.543426989330209,9.418025761811492,3.214438773876668,0,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,19,-1.5836
13,BA,767,646,0.21434417366981506,0.32423684000968933,-0.10661209374666214,0.42187416553497314,-0.9737942814826965,0.6702786377708978,0.2980501651763916,0.5391618013381958,0,1.9000000000000057,3.093805995687823,8.187491613469964,8.299561309824023,6.329300246477051,6.124763005194372,8.749810374635933,8.8249772657714,4.29025104092558,,,,,9.204231493958748,9.335121749464875,9.37998694981117,4.0663041830931395,0,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,19,-1.5836
3,AB,1087,939,0.12097718566656113,0.14888827502727509,0.029928484931588173,0.20321963727474213,-1.354520559310913,0.5867944621938233,0.12033303827047348,0.37198606133461,0,0.5999999999999943,2.2395405129551227,6.393542871534154,6.23057872497152,2.716378992403,3.3713477979224202,7.375543704519143,7.212194248153747,3.6932724101892185,5.216273513004977,5.506952316647282,5.354501069507489,2.502918135187333,3.382809073548818,7.444418497823176,7.2809198711558345,3.7050128295801765,1,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,22,-0.7721
4,BA,932,832,0.11800884455442429,0.16540931165218353,0.05882444605231285,0.21815258264541626,-1.254421353340149,0.5108173076923077,0.10957186669111252,0.5619495511054993,0,0.7999999999999972,4.1530717448461365,11.421678479665859,11.348123085941278,5.729876861209523,4.4235458049900656,8.547080521355593,8.474880176792267,3.8400737742476467,7.974045547417831,6.418619947103561,6.36115316081798,2.564520054126639,7.1910225808660675,7.0178496229747775,6.957586725682631,2.8462501165254315,1,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,22,-0.7721
14,AB,757,684,0.13194134831428528,0.1980629861354828,-0.0670962706208229,0.2807633876800537,-1.2703287601470947,0.6973684210526315,0.16953904926776886,0.596574068069458,0,0.10000000000000853,8.499391710989567,23.0609517570207,23.843856730800088,10.697726033446887,4.853064318129687,8.31610810142577,9.23424706472426,2.450409786012251,,,,,3.3451986571884866,7.490884673751837,8.467725543302924,1.740360923787613,1,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,22,-0.7721
15,BA,834,733,0.11917586624622345,0.17856228351593018,0.001519810757599771,0.2465125322341919,-1.310814619064331,0.6875852660300137,0.15207825601100922,0.5235930681228638,0,0.10000000000000853,2.991274349330541,8.0216276818076,8.286103522945798,3.4991717935954925,4.574291589430823,7.700450550280594,7.96059366306138,4.121899753560934,15.687256802630142,6.466367676204312,6.713184804913685,3.345530640556941,8.35563843340073,8.218236508323601,8.496928170118283,4.384118988212649,1,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,22,-0.7721
5,AB,1014,914,0.10957836359739304,0.1412685066461563,-0.00011907364387298003,0.2178339958190918,-1.4268202781677246,0.6400437636761488,0.11202835291624069,0.7036473751068115,0,0.3999999999999915,2.743477027053482,7.73806192085926,7.4875564680704985,1.9474115702545887,3.3230877406909345,7.05545431684748,6.769354635118208,2.4060748549697046,7.171890025097177,7.474280519472018,7.226484153792621,2.477864834221326,3.3312726759529734,7.428076276081439,7.140656651918895,2.4143260708608403,2,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,27,-1.6189
6,BA,946,854,0.10025622695684433,0.12624874711036682,-0.031248262152075768,0.1992187649011612,-1.6048173904418945,0.6124121779859485,0.10563202202320099,0.7959710955619812,0,0.19999999999998863,0.8076346647818022,2.2943660760232416,2.4308412720432258,3.1123549737253273,2.6661854887141136,5.429815197282965,5.5177183009286646,4.885918333423683,5.102093472790927,4.624525159969563,4.695311689282457,1.686360856589989,3.7012869723547777,3.7938323761473347,3.912617979747332,1.6904375859355638,2,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,27,-1.6189
16,AB,960,877,0.13079681992530823,0.15676280856132507,-0.0029237850103527308,0.23431260883808136,-1.0837198495864868,0.5553021664766249,0.10990089178085327,0.7627877593040466,0,0.20000000000000284,6.104425662224454,16.951135846557516,17.10667457147556,7.196317292535488,6.61151818669145,13.065841223323408,13.177126296926913,5.126327626064387,11.588595626931152,9.803167074382536,9.950852078354565,4.208643129202746,5.987079379374041,13.793506696895513,13.900932791200843,5.39637565460948,2,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,27,-1.6189
17,BA,904,802,0.1386597752571106,0.15562261641025543,-0.06804580986499786,0.2223471850156784,-1.0585496425628662,0.45261845386533667,0.1104678139090538,0.6096888780593872,0,0.09999999999999432,7.564080374828124,20.88476289424892,21.13793792575729,10.669651466709121,5.298389396073912,10.46626457347528,10.734895540334405,5.013269101401321,8.626379516543551,5.917734189142443,6.192405129359312,2.2684403651771605,6.646172510546656,6.595897313018229,6.869089625449242,2.1353710866065625,2,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,27,-1.6189
7,AB,1004,907,0.12044467031955719,0.1680896133184433,-0.00047359446762129664,0.24300794303417206,-1.3896476030349731,0.7023153252480706,0.14714889228343964,0.684049665927887,0,0.10000000000000853,2.1185565629163903,6.027785090663655,6.030886622419027,2.751057101673832,3.2919025694247237,6.971961920329752,7.030113611788357,3.6698266760274563,5.679776895760005,5.862948122150142,6.0753618294665275,1.7236980252701872,2.9870365473581777,6.692194557698148,6.799059596103933,2.6614037583248593,3,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,19,-1.587
9,BA,991,905,0.10116558521986008,0.14322452247142792,-0.017281608656048775,0.2021024525165558,-1.5688856840133667,0.7337016574585635,0.1447782963514328,0.7236367464065552,0,0.09999999999999432,1.0818371608795343,3.0934749675874498,2.742951901964668,1.5834645158673692,2.7415789887415385,6.028979632636945,5.447184703457687,1.6181252921033211,4.775165494157404,5.115152799593796,4.749990505851749,1.6944613700761448,5.25016536715321,5.335944702381366,4.986342088300965,1.8888912079340088,3,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,19,-1.587
18,AB,843,743,0.08811408281326294,0.1438574194908142,-0.011181848123669624,0.212478905916214,-1.5988086462020874,0.8223418573351279,0.16097691655158997,0.34608784317970276,0,0.3999999999999915,2.7039161601167296,7.3323240523543,7.239895384171742,6.455501268973223,3.6585225890257536,6.282084307007325,7.043693358339058,2.839073622410152,15.653447383771375,6.570426098361628,7.4837089792306015,2.5455728393041883,2.5020296557050354,5.550618082504886,6.276598710161205,2.890287442430515,3,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,19,-1.587
19,BA,738,647,0.28819936513900757,0.3168969750404358,-0.07488413155078888,0.5382910966873169,-0.3655489385128021,0.5765069551777434,0.2249549776315689,1.1846952438354492,0,0.10000000000000853,3.2766401038371686,8.589492834906544,8.163922111781796,4.450098714577699,6.085385311720566,8.920027039805097,8.573107930629712,3.133265681331224,,,,,8.897785465806631,8.667096447502994,8.325659896915331,3.467591864017469,3,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,19,-1.587
10,AB,775,673,0.16825063526630402,0.20508529245853424,0.03902373090386391,0.2854771018028259,-0.8839954137802124,0.6106983655274889,0.19147993624210358,0.8041844964027405,0,0.09999999999999432,3.93550590979754,10.727434228092767,11.043380925472833,2.478687296673096,5.330610274046576,9.533247609268145,9.868014724991362,2.418825100816529,,,,,4.4726910316151525,9.766581783992912,10.098196245332428,2.3306965042565735,4,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,21,-0.6357
11,BA,696,595,0.4049125611782074,0.37998104095458984,0.20918379724025726,0.7168107032775879,0.9391035437583923,0.4672268907563025,0.259415864944458,0.9697975516319275,0,0.20000000000000284,5.105332320833958,13.708000766697443,13.524336543190678,9.135994803216635,6.209229648398432,8.567082914274435,9.314619921903759,3.9688427511018065,,,,,7.369413402240615,7.13736010074376,8.086772062158628,2.507188370908787,4,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,21,-0.6357
20,AB,851,751,0.13103234767913818,0.1811549812555313,-0.022142866626381874,0.2855110168457031,-1.1773993968963623,0.644474034620506,0.1460961103439331,0.5173159837722778,0,0.6999999999999886,3.5230925117910044,9.610832736469163,9.304939083109495,8.246159685543445,4.026049903323733,6.9908311312162805,6.826474812457371,4.70911036161119,16.601377530618866,8.204638471936523,8.408531396126635,3.2198448699439415,4.054799327029041,9.090673874708429,8.847923276513164,6.76346544966256,4,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,21,-0.6357
21,BA,882,800,0.13052497804164886,0.1751890629529953,-0.018502430990338326,0.24981191754341125,-1.2010433673858643,0.55625,0.12676897644996643,0.7827209830284119,0,0.9000000000000057,3.9568524044181257,10.989977586374376,10.699562040957193,8.201888264867709,5.535339639230192,10.372866819301459,11.011043177458337,3.3720510775156023,10.758004948208104,6.843045259623565,7.410392622550799,2.410224149846913,7.256390779053422,7.171399209625572,7.690531249832112,2.5403859458421225,4,resnet_r100_w256,resnet,100,256,gk5,1,0,180994,21,-0.6357
1,AB,1189,1031,0.1775071620941162,0.18449199199676514,0.02614755928516388,0.256940633058548,-1.103674054145813,0.5295829291949563,0.16134431958198547,0.5308334231376648,0,0.4000000000000057,7.912213447602411,23.22923722185387,23.125806662983276,11.057525650335478,3.9420056944099535,9.022338055485614,9.025730941100976,4.402272107527391,8.858340911378054,12.38151622792365,12.283414833285855,6.564895232964662,3.9217463534025034,8.802915914820732,8.805813537333067,4.270886718508961,0,cnnfeat_r100_w256,cnnfeat,100,256,gk5,1,0,58818,18,-1.3957
