t_s,type,text
139.050,ALIGN,"psi=88.53 (sway) pitch=0.79 roll=67.25 blocks=9 moved_at=NaN sway_ratio=26.6"
145.010,ALIGN,"psi=88.53 (sway) pitch=0.82 roll=67.22 blocks=10 moved_at=NaN sway_ratio=26.6"
149.050,ALIGN,"psi=88.56 (sway) pitch=0.82 roll=67.22 blocks=10 moved_at=NaN sway_ratio=26.4"
155.010,ALIGN,"psi=88.56 (sway) pitch=0.79 roll=67.27 blocks=11 moved_at=NaN sway_ratio=26.4"
159.050,ALIGN,"psi=88.45 (sway) pitch=0.79 roll=67.27 blocks=11 moved_at=NaN sway_ratio=18.7"
165.010,ALIGN,"psi=88.45 (sway) pitch=0.88 roll=67.28 blocks=12 moved_at=NaN sway_ratio=18.7"
169.050,ALIGN,"psi=88.44 (sway) pitch=0.88 roll=67.28 blocks=12 moved_at=NaN sway_ratio=16.4"
175.010,ALIGN,"psi=88.44 (sway) pitch=0.95 roll=67.34 blocks=13 moved_at=NaN sway_ratio=16.4"
179.050,ALIGN,"psi=88.43 (sway) pitch=0.95 roll=67.34 blocks=13 moved_at=NaN sway_ratio=15.7"
185.010,ALIGN,"psi=88.43 (sway) pitch=0.97 roll=67.33 blocks=14 moved_at=NaN sway_ratio=15.7"
189.050,ALIGN,"psi=88.36 (sway) pitch=0.97 roll=67.33 blocks=14 moved_at=NaN sway_ratio=15.3"
195.010,ALIGN,"psi=88.36 (sway) pitch=0.94 roll=67.33 blocks=15 moved_at=NaN sway_ratio=15.3"
199.050,ALIGN,"psi=88.50 (sway) pitch=0.94 roll=67.33 blocks=15 moved_at=NaN sway_ratio=14.4"
205.010,ALIGN,"psi=88.50 (sway) pitch=0.94 roll=67.35 blocks=16 moved_at=NaN sway_ratio=14.4"
209.050,ALIGN,"psi=88.99 (sway) pitch=0.94 roll=67.35 blocks=16 moved_at=NaN sway_ratio=14.7"
215.010,ALIGN,"psi=88.99 (sway) pitch=0.94 roll=67.31 blocks=17 moved_at=NaN sway_ratio=14.7"
219.050,ALIGN,"psi=88.74 (sway) pitch=0.94 roll=67.31 blocks=17 moved_at=NaN sway_ratio=14.6"
225.010,ALIGN,"psi=88.74 (sway) pitch=0.89 roll=67.41 blocks=18 moved_at=NaN sway_ratio=14.6"
229.050,ALIGN,"psi=88.78 (sway) pitch=0.89 roll=67.41 blocks=18 moved_at=NaN sway_ratio=16.4"
232.050,REVEAL,"off_by_m=8.5 distance_m=572 duration_s=147 max_err_m=10.5 sim=true armed=true"
232.100,MODE,"INERTIAL->RECOVERING"
232.100,BAND_EXIT,""
235.010,ALIGN,"psi=88.78 (sway) pitch=0.96 roll=67.26 blocks=19 moved_at=NaN sway_ratio=16.4"
235.100,MODE,"RECOVERING->GNSS_INS"
237.100,ARMED,""
239.050,ALIGN,"psi=88.79 (sway) pitch=0.96 roll=67.26 blocks=19 moved_at=NaN sway_ratio=16.4"
245.010,ALIGN,"psi=88.79 (sway) pitch=0.92 roll=67.15 blocks=20 moved_at=NaN sway_ratio=16.4"
249.050,ALIGN,"psi=88.83 (sway) pitch=0.92 roll=67.15 blocks=20 moved_at=NaN sway_ratio=15.6"
255.010,ALIGN,"psi=88.83 (sway) pitch=0.95 roll=67.07 blocks=21 moved_at=NaN sway_ratio=15.6"
259.050,ALIGN,"psi=88.99 (sway) pitch=0.95 roll=67.07 blocks=21 moved_at=NaN sway_ratio=15.7"
265.010,ALIGN,"psi=88.99 (sway) pitch=1.04 roll=66.50 blocks=22 moved_at=NaN sway_ratio=15.7"
267.685,PHASE,"STOP_STAND"
282.686,PHASE,"DONE"
