t_s,type,text
43.140,ALIGN,"psi=91.55 (sway) pitch=1.72 roll=68.28 blocks=1 moved_at=NaN sway_ratio=12.9"
43.200,ARMED,""
45.010,ALIGN,"psi=91.55 (sway) pitch=1.61 roll=68.11 blocks=2 moved_at=NaN sway_ratio=12.9"
53.140,ALIGN,"psi=92.76 (sway) pitch=1.61 roll=68.11 blocks=2 moved_at=NaN sway_ratio=9.5"
55.010,ALIGN,"psi=92.76 (sway) pitch=1.57 roll=67.97 blocks=3 moved_at=NaN sway_ratio=9.5"
63.140,ALIGN,"psi=92.28 (sway) pitch=1.57 roll=67.97 blocks=3 moved_at=NaN sway_ratio=10.9"
65.010,ALIGN,"psi=92.28 (sway) pitch=1.54 roll=67.87 blocks=4 moved_at=NaN sway_ratio=10.9"
73.140,ALIGN,"psi=91.92 (sway) pitch=1.54 roll=67.87 blocks=4 moved_at=NaN sway_ratio=10.5"
75.010,ALIGN,"psi=91.92 (sway) pitch=1.46 roll=67.80 blocks=5 moved_at=NaN sway_ratio=10.5"
83.140,ALIGN,"psi=93.56 (sway) pitch=1.46 roll=67.80 blocks=5 moved_at=NaN sway_ratio=9.4"
85.010,ALIGN,"psi=93.56 (sway) pitch=1.44 roll=67.71 blocks=6 moved_at=NaN sway_ratio=9.4"
88.127,SIM_ENTER,"armed=true"
88.200,MODE,"GNSS_INS->INERTIAL sim"
88.200,DISARMED,"gnss5s"
88.200,BAND_ENTER,""
93.140,ALIGN,"psi=92.55 (sway) pitch=1.44 roll=67.71 blocks=6 moved_at=NaN sway_ratio=9.4"
95.010,ALIGN,"psi=92.55 (sway) pitch=1.41 roll=67.68 blocks=7 moved_at=NaN sway_ratio=9.4"
103.140,ALIGN,"psi=92.19 (sway) pitch=1.41 roll=67.68 blocks=7 moved_at=NaN sway_ratio=10.5"
105.010,ALIGN,"psi=92.19 (sway) pitch=1.36 roll=67.61 blocks=8 moved_at=NaN sway_ratio=10.5"
113.140,ALIGN,"psi=91.70 (sway) pitch=1.36 roll=67.61 blocks=8 moved_at=NaN sway_ratio=9.9"
115.010,ALIGN,"psi=91.70 (sway) pitch=1.28 roll=67.59 blocks=9 moved_at=NaN sway_ratio=9.9"
123.140,ALIGN,"psi=92.08 (sway) pitch=1.28 roll=67.59 blocks=9 moved_at=NaN sway_ratio=9.7"
125.010,ALIGN,"psi=92.08 (sway) pitch=1.27 roll=67.58 blocks=10 moved_at=NaN sway_ratio=9.7"
133.140,ALIGN,"psi=92.27 (sway) pitch=1.27 roll=67.58 blocks=10 moved_at=NaN sway_ratio=9.4"
135.010,ALIGN,"psi=92.27 (sway) pitch=1.21 roll=67.57 blocks=11 moved_at=NaN sway_ratio=9.4"
143.140,ALIGN,"psi=91.58 (sway) pitch=1.21 roll=67.57 blocks=11 moved_at=NaN sway_ratio=10.5"
145.010,ALIGN,"psi=91.58 (sway) pitch=1.17 roll=67.52 blocks=12 moved_at=NaN sway_ratio=10.5"
153.140,ALIGN,"psi=92.15 (sway) pitch=1.17 roll=67.52 blocks=12 moved_at=NaN sway_ratio=9.9"
155.010,ALIGN,"psi=92.15 (sway) pitch=1.28 roll=67.38 blocks=13 moved_at=NaN sway_ratio=9.9"
163.140,ALIGN,"psi=92.04 (sway) pitch=1.28 roll=67.38 blocks=13 moved_at=NaN sway_ratio=9.9"
165.010,ALIGN,"psi=92.04 (sway) pitch=1.36 roll=67.46 blocks=14 moved_at=NaN sway_ratio=9.9"
173.140,ALIGN,"psi=92.03 (sway) pitch=1.36 roll=67.46 blocks=14 moved_at=NaN sway_ratio=10.6"
175.010,ALIGN,"psi=92.03 (sway) pitch=1.32 roll=67.45 blocks=15 moved_at=NaN sway_ratio=10.6"
183.140,ALIGN,"psi=91.69 (sway) pitch=1.32 roll=67.45 blocks=15 moved_at=NaN sway_ratio=10.9"
185.010,ALIGN,"psi=91.69 (sway) pitch=1.30 roll=67.44 blocks=16 moved_at=NaN sway_ratio=10.9"
193.140,ALIGN,"psi=91.88 (sway) pitch=1.30 roll=67.44 blocks=16 moved_at=NaN sway_ratio=10.8"
195.010,ALIGN,"psi=91.88 (sway) pitch=1.16 roll=67.39 blocks=17 moved_at=NaN sway_ratio=10.8"
203.140,ALIGN,"psi=92.01 (sway) pitch=1.16 roll=67.39 blocks=17 moved_at=NaN sway_ratio=10.7"
205.010,ALIGN,"psi=92.01 (sway) pitch=1.10 roll=67.51 blocks=18 moved_at=NaN sway_ratio=10.7"
213.140,ALIGN,"psi=91.96 (sway) pitch=1.10 roll=67.51 blocks=18 moved_at=NaN sway_ratio=10.9"
215.010,ALIGN,"psi=91.96 (sway) pitch=1.07 roll=67.44 blocks=19 moved_at=NaN sway_ratio=10.9"
223.140,ALIGN,"psi=91.79 (sway) pitch=1.07 roll=67.44 blocks=19 moved_at=NaN sway_ratio=11.3"
225.010,ALIGN,"psi=91.79 (sway) pitch=1.05 roll=67.43 blocks=20 moved_at=NaN sway_ratio=11.3"
233.140,ALIGN,"psi=91.82 (sway) pitch=1.05 roll=67.43 blocks=20 moved_at=NaN sway_ratio=11.6"
235.010,ALIGN,"psi=91.82 (sway) pitch=1.12 roll=67.39 blocks=21 moved_at=NaN sway_ratio=11.6"
243.140,ALIGN,"psi=91.80 (sway) pitch=1.12 roll=67.39 blocks=21 moved_at=NaN sway_ratio=12.2"
245.010,ALIGN,"psi=91.80 (sway) pitch=1.20 roll=67.43 blocks=22 moved_at=NaN sway_ratio=12.2"
253.140,ALIGN,"psi=91.79 (sway) pitch=1.20 roll=67.43 blocks=22 moved_at=NaN sway_ratio=12.5"
255.010,ALIGN,"psi=91.79 (sway) pitch=1.17 roll=67.39 blocks=23 moved_at=NaN sway_ratio=12.5"
257.135,REVEAL,"off_by_m=8.2 distance_m=572 duration_s=170 max_err_m=10.4 sim=true armed=true"
257.200,MODE,"INERTIAL->RECOVERING"
257.200,BAND_EXIT,""
260.200,MODE,"RECOVERING->GNSS_INS"
262.200,ARMED,""
263.140,ALIGN,"psi=91.70 (sway) pitch=1.17 roll=67.39 blocks=23 moved_at=NaN sway_ratio=12.5"
265.010,ALIGN,"psi=91.70 (sway) pitch=1.11 roll=67.39 blocks=24 moved_at=NaN sway_ratio=12.5"
273.140,ALIGN,"psi=91.64 (sway) pitch=1.11 roll=67.39 blocks=24 moved_at=NaN sway_ratio=12.8"
275.010,ALIGN,"psi=91.64 (sway) pitch=1.24 roll=67.38 blocks=25 moved_at=NaN sway_ratio=12.8"
283.140,ALIGN,"psi=91.69 (sway) pitch=1.24 roll=67.38 blocks=25 moved_at=NaN sway_ratio=13.2"
285.010,ALIGN,"psi=91.69 (sway) pitch=1.40 roll=67.34 blocks=26 moved_at=NaN sway_ratio=13.2"
293.140,ALIGN,"psi=91.74 (sway) pitch=1.40 roll=67.34 blocks=26 moved_at=NaN sway_ratio=13.6"
295.010,ALIGN,"psi=91.74 (sway) pitch=1.51 roll=67.28 blocks=27 moved_at=NaN sway_ratio=13.6"
304.082,PHASE,"STOP_STAND"
319.082,PHASE,"DONE"
