t_s,type,text
135.010,ALIGN,"psi=90.24 (sway) pitch=-0.06 roll=64.01 blocks=8 moved_at=NaN sway_ratio=22.2"
143.880,ALIGN,"psi=90.69 (sway) pitch=-0.06 roll=64.01 blocks=8 moved_at=NaN sway_ratio=17.7"
145.010,ALIGN,"psi=90.69 (sway) pitch=-0.10 roll=64.05 blocks=9 moved_at=NaN sway_ratio=17.7"
153.880,ALIGN,"psi=90.49 (sway) pitch=-0.10 roll=64.05 blocks=9 moved_at=NaN sway_ratio=16.5"
155.010,ALIGN,"psi=90.49 (sway) pitch=-0.13 roll=64.00 blocks=10 moved_at=NaN sway_ratio=16.5"
163.880,ALIGN,"psi=90.64 (sway) pitch=-0.13 roll=64.00 blocks=10 moved_at=NaN sway_ratio=16.7"
165.010,ALIGN,"psi=90.64 (sway) pitch=-0.13 roll=63.94 blocks=11 moved_at=NaN sway_ratio=16.7"
173.880,ALIGN,"psi=90.46 (sway) pitch=-0.13 roll=63.94 blocks=11 moved_at=NaN sway_ratio=17.8"
175.010,ALIGN,"psi=90.46 (sway) pitch=-0.18 roll=63.91 blocks=12 moved_at=NaN sway_ratio=17.8"
183.880,ALIGN,"psi=90.54 (sway) pitch=-0.18 roll=63.91 blocks=12 moved_at=NaN sway_ratio=13.5"
185.010,ALIGN,"psi=90.54 (sway) pitch=-0.36 roll=64.00 blocks=13 moved_at=NaN sway_ratio=13.5"
193.880,ALIGN,"psi=90.39 (sway) pitch=-0.36 roll=64.00 blocks=13 moved_at=NaN sway_ratio=12.6"
195.010,ALIGN,"psi=90.39 (sway) pitch=-0.32 roll=63.97 blocks=14 moved_at=NaN sway_ratio=12.6"
203.880,ALIGN,"psi=90.25 (sway) pitch=-0.32 roll=63.97 blocks=14 moved_at=NaN sway_ratio=12.3"
205.010,ALIGN,"psi=90.25 (sway) pitch=-0.35 roll=63.96 blocks=15 moved_at=NaN sway_ratio=12.3"
213.880,ALIGN,"psi=90.45 (sway) pitch=-0.35 roll=63.96 blocks=15 moved_at=NaN sway_ratio=11.6"
215.010,ALIGN,"psi=90.45 (sway) pitch=-0.35 roll=63.97 blocks=16 moved_at=NaN sway_ratio=11.6"
223.880,ALIGN,"psi=90.31 (sway) pitch=-0.35 roll=63.97 blocks=16 moved_at=NaN sway_ratio=10.8"
225.010,ALIGN,"psi=90.31 (sway) pitch=-0.35 roll=63.95 blocks=17 moved_at=NaN sway_ratio=10.8"
233.880,ALIGN,"psi=90.30 (sway) pitch=-0.35 roll=63.95 blocks=17 moved_at=NaN sway_ratio=10.4"
235.010,ALIGN,"psi=90.30 (sway) pitch=-0.37 roll=63.97 blocks=18 moved_at=NaN sway_ratio=10.4"
243.880,ALIGN,"psi=90.13 (sway) pitch=-0.37 roll=63.97 blocks=18 moved_at=NaN sway_ratio=10.5"
245.010,ALIGN,"psi=90.13 (sway) pitch=-0.34 roll=63.99 blocks=19 moved_at=NaN sway_ratio=10.5"
253.880,ALIGN,"psi=89.92 (sway) pitch=-0.34 roll=63.99 blocks=19 moved_at=NaN sway_ratio=10.2"
255.010,ALIGN,"psi=89.92 (sway) pitch=-0.33 roll=63.99 blocks=20 moved_at=NaN sway_ratio=10.2"
263.880,ALIGN,"psi=90.43 (sway) pitch=-0.33 roll=63.99 blocks=20 moved_at=NaN sway_ratio=9.8"
265.010,ALIGN,"psi=90.43 (sway) pitch=-0.28 roll=63.96 blocks=21 moved_at=NaN sway_ratio=9.8"
273.880,ALIGN,"psi=90.51 (sway) pitch=-0.28 roll=63.96 blocks=21 moved_at=NaN sway_ratio=9.9"
275.010,ALIGN,"psi=90.51 (sway) pitch=-0.30 roll=63.96 blocks=22 moved_at=NaN sway_ratio=9.9"
283.880,ALIGN,"psi=90.43 (sway) pitch=-0.30 roll=63.96 blocks=22 moved_at=NaN sway_ratio=9.7"
285.010,ALIGN,"psi=90.43 (sway) pitch=-0.29 roll=63.94 blocks=23 moved_at=NaN sway_ratio=9.7"
293.880,ALIGN,"psi=90.64 (sway) pitch=-0.29 roll=63.94 blocks=23 moved_at=NaN sway_ratio=9.4"
295.010,ALIGN,"psi=90.64 (sway) pitch=-0.31 roll=63.91 blocks=24 moved_at=NaN sway_ratio=9.4"
305.010,ALIGN,"psi=90.64 (sway) pitch=-0.28 roll=63.61 blocks=25 moved_at=NaN sway_ratio=9.4"
306.391,PHASE,"STOP_STAND"
321.391,OUTAGE_END,"distance_m=654 duration_s=213 (no return fix)"
321.391,PHASE,"DONE"
