run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
9,BA,c10,gen_k1,285.95,82.78,4.5,1.57,1.87,4.53,4.35,15.0,1.0,,,
9,BA,c10,cor_k1,285.95,82.78,2.8,0.98,5.0,10.65,2.42,15.0,1.0,,,
9,BA,c30,plain,219.91,62.78,7.51,3.42,2.37,7.51,7.1,15.0,1.0,,,
9,BA,c30,gen_k1,219.91,62.78,6.6,3.0,3.3,6.64,6.26,15.0,1.0,,,
9,BA,c30,cor_k1,219.91,62.78,3.25,1.48,5.36,9.64,2.72,15.0,1.0,,,
9,BA,c60,plain,107.12,32.78,5.87,5.48,2.11,5.87,5.55,15.0,1.0,,,
9,BA,c60,gen_k1,107.12,32.78,5.3,4.95,3.3,5.33,5.29,15.0,1.0,,,
9,BA,c60,cor_k1,107.12,32.78,2.75,2.57,6.22,9.86,2.2,15.0,1.0,,,
9,BA,turn,plain,101.63,31.28,6.08,5.98,2.32,6.08,5.76,15.0,1.0,,,
9,BA,turn,gen_k1,101.63,31.28,5.31,5.22,3.36,5.34,5.3,15.0,1.0,,,
9,BA,turn,cor_k1,101.63,31.28,1.45,1.43,6.41,11.08,0.85,15.0,1.0,,,
9,BA,c30r,gen_k1,,,,,,,,,,2.6740442977171317,2.5099277886723046,0.35401348348093054
9,BA,c30r,cor_k1,,,,,,,,,,3.7099724365697213,5.981837179138985,0.7393216706426944
10,AB,c10,plain,272.58,59.46,12.06,4.42,8.28,13.86,11.95,15.0,1.0,,,
10,AB,c10,gen_k1,272.58,59.46,13.09,4.8,9.14,15.12,12.91,15.0,1.0,,,
10,AB,c10,cor_k1,272.58,59.46,17.64,6.47,16.29,24.92,17.27,15.0,1.0,,,
10,AB,c30,plain,178.84,39.46,6.61,3.7,5.87,9.58,6.55,15.0,1.0,,,
10,AB,c30,gen_k1,178.84,39.46,7.43,4.15,6.46,10.41,7.25,15.0,1.0,,,
10,AB,c30,cor_k1,178.84,39.46,15.35,8.59,15.22,20.05,15.03,15.0,1.0,,,
10,AB,turn,plain,218.36,48.11,7.7,3.52,5.88,9.94,7.65,15.0,1.0,,,
10,AB,turn,gen_k1,218.36,48.11,8.4,3.85,6.67,11.36,8.21,15.0,1.0,,,
10,AB,turn,cor_k1,218.36,48.11,16.91,7.75,16.39,22.76,16.56,15.0,1.0,,,
10,AB,c30r,gen_k1,,,,,,,,,,9.503336016578276,9.166514082671453,1.337240776362298
10,AB,c30r,cor_k1,,,,,,,,,,19.152304813843397,17.94997015466947,2.4685396965069195
11,BA,c10,plain,268.5,51.6,4.6,1.71,6.06,10.51,3.56,15.0,1.0,,,
11,BA,c10,gen_k1,268.5,51.6,7.66,2.85,6.82,10.82,6.64,15.0,1.0,,,
11,BA,c10,cor_k1,268.5,51.6,10.21,3.8,9.52,16.51,9.47,15.0,1.0,,,
11,BA,c30,plain,137.97,31.6,3.83,2.78,2.81,4.8,4.85,15.0,1.0,,,
11,BA,c30,gen_k1,137.97,31.6,2.42,1.76,3.02,4.52,2.96,15.0,1.0,,,
11,BA,c30,cor_k1,137.97,31.6,10.61,7.69,10.53,14.42,10.48,15.0,1.0,,,
11,BA,turn,plain,96.85,24.4,5.43,5.61,3.48,5.43,6.42,15.0,1.0,,,
11,BA,turn,gen_k1,96.85,24.4,2.49,2.57,2.99,4.4,3.1,15.0,1.0,,,
11,BA,turn,cor_k1,96.85,24.4,6.95,7.17,9.85,12.35,6.43,15.0,1.0,,,
12,AB,c10,plain,279.62,59.61,10.37,3.71,8.83,13.01,10.42,14.99,1.0,,,
12,AB,c10,gen_k1,279.62,59.61,8.35,2.99,8.26,12.11,8.28,14.99,1.0,,,
12,AB,c10,cor_k1,279.62,59.61,11.43,4.09,15.73,23.54,10.45,14.99,1.0,,,
12,AB,c30,plain,191.09,39.61,7.56,3.95,9.75,12.77,7.73,14.99,1.0,,,
12,AB,c30,gen_k1,191.09,39.61,4.01,2.1,8.3,10.56,4.12,14.99,1.0,,,
12,AB,c30,cor_k1,191.09,39.61,10.75,5.63,16.9,21.82,9.94,14.99,1.0,,,
12,AB,turn,plain,226.52,47.89,6.3,2.78,8.19,11.8,6.52,14.99,1.0,,,
12,AB,turn,gen_k1,226.52,47.89,3.75,1.66,7.97,11.05,3.7,14.99,1.0,,,
12,AB,turn,cor_k1,226.52,47.89,14.29,6.31,17.97,24.7,13.57,14.99,1.0,,,
12,AB,c30r,gen_k1,,,,,,,,,,9.035003530988718,7.901138797679325,0.4977059601273086
12,AB,c30r,cor_k1,,,,,,,,,,19.814507081734675,17.567811821675193,1.1006234470743868
13,BA,c10,plain,264.64,59.65,0.68,0.26,10.94,14.83,0.57,15.0,1.0,,,
13,BA,c10,gen_k1,264.64,59.65,6.68,2.52,13.99,18.16,6.62,15.0,1.0,,,
13,BA,c10,cor_k1,264.64,59.65,13.24,5.0,19.59,31.38,13.22,15.0,1.0,,,
