run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
10,BA,turn,gen,470.15,118.44,35.25,7.5,18.67,36.14,35.47,15.0,0.936,,,
10,BA,turn,cor_k1,470.15,118.44,7.93,1.69,5.23,9.45,8.07,15.0,1.0,,,
10,BA,turn,cor,470.15,118.44,38.92,8.28,23.4,39.84,39.12,15.0,0.944,,,
10,BA,turn,cor_lm,470.15,118.44,38.6,8.21,23.14,39.52,38.8,15.0,0.944,,,
10,BA,c30r,gen_k1,,,,,,,,,,4.4874733867732015,6.013773728747339,0.5116381887325884
10,BA,c30r,gen,,,,,,,,,,11.580200552418875,13.387937829149756,0.5347334631047805
10,BA,c30r,cor_k1,,,,,,,,,,1.9644287971733767,1.308022986936105,0.9113998956527334
10,BA,c30r,cor,,,,,,,,,,7.634452051969572,9.33254296376755,0.7792587951200256
10,BA,c30r,cor_lm,,,,,,,,,,7.634452051969572,9.33254296376755,0.7792587951200256
11,AB,c10,plain,842.08,191.29,32.97,3.92,24.88,35.96,33.12,15.0,1.0,,,
11,AB,c10,gen_k1,842.08,191.29,37.4,4.44,27.87,40.05,37.56,15.0,1.0,,,
11,AB,c10,gen,842.08,191.29,39.11,4.64,21.12,39.11,39.2,15.0,1.039,,,
11,AB,c10,cor_k1,842.08,191.29,20.18,2.4,24.2,34.18,20.31,15.0,1.0,,,
11,AB,c10,cor,842.08,191.29,14.03,1.67,9.01,17.39,13.93,15.0,1.04,,,
11,AB,c10,cor_lm,842.08,191.29,14.05,1.67,9.01,17.37,13.95,15.0,1.04,,,
11,AB,c30,plain,734.6,171.29,22.24,3.03,15.82,23.09,22.37,15.0,1.0,,,
11,AB,c30,gen_k1,734.6,171.29,27.06,3.68,21.76,30.02,27.22,15.0,1.0,,,
11,AB,c30,gen,734.6,171.29,47.65,6.49,21.62,47.65,47.65,15.0,1.073,,,
11,AB,c30,cor_k1,734.6,171.29,13.87,1.89,19.6,28.14,14.01,15.0,1.0,,,
11,AB,c30,cor,734.6,171.29,21.01,2.86,19.41,38.06,20.91,15.0,1.075,,,
11,AB,c30,cor_lm,734.6,171.29,21.01,2.86,19.24,37.81,20.91,15.0,1.075,,,
11,AB,c60,plain,597.72,141.29,26.03,4.36,17.23,26.03,26.15,15.0,1.0,,,
11,AB,c60,gen_k1,597.72,141.29,29.08,4.87,21.4,29.95,29.23,15.0,1.0,,,
11,AB,c60,gen,597.72,141.29,43.73,7.32,22.71,43.73,43.76,15.0,1.056,,,
11,AB,c60,cor_k1,597.72,141.29,7.95,1.33,15.88,22.61,8.1,15.0,1.0,,,
11,AB,c60,cor,597.72,141.29,21.06,3.52,15.33,28.29,20.96,15.0,1.056,,,
11,AB,c60,cor_lm,597.72,141.29,21.06,3.52,15.23,28.14,20.96,15.0,1.056,,,
11,AB,turn,plain,416.94,100.76,21.19,5.08,10.98,21.19,21.21,15.0,1.0,,,
11,AB,turn,gen_k1,416.94,100.76,19.73,4.73,14.77,19.73,19.82,15.0,1.0,,,
11,AB,turn,gen,416.94,100.76,40.17,9.63,24.19,40.17,40.18,15.0,1.052,,,
11,AB,turn,cor_k1,416.94,100.76,4.5,1.08,13.0,17.26,4.63,15.0,1.0,,,
11,AB,turn,cor,416.94,100.76,21.34,5.12,15.87,24.91,21.25,15.0,1.051,,,
11,AB,turn,cor_lm,416.94,100.76,21.34,5.12,15.55,24.5,21.25,15.0,1.05,,,
11,AB,c30r,gen_k1,,,,,,,,,,9.59533737200644,9.481973478305042,0.8772597381025984
11,AB,c30r,gen,,,,,,,,,,6.293470992649142,6.564713851329172,0.4317198359971603
11,AB,c30r,cor_k1,,,,,,,,,,9.687776112210148,9.485221047489722,0.8864719899976676
11,AB,c30r,cor,,,,,,,,,,6.396933247270887,6.609144358630796,0.47529433061399995
11,AB,c30r,cor_lm,,,,,,,,,,6.396933247270887,6.609144358630796,0.47529433061399995
12,BA,c10,plain,856.14,271.94,43.38,5.07,33.34,43.41,43.38,15.0,1.0,,,
12,BA,c10,gen_k1,856.14,271.94,36.55,4.27,28.63,36.58,36.55,15.0,1.0,,,
12,BA,c10,gen,856.14,271.94,33.36,3.9,25.85,33.39,33.35,15.0,0.99,,,
12,BA,c10,cor_k1,856.14,271.94,13.47,1.57,20.8,29.71,13.48,15.0,1.0,,,
12,BA,c10,cor,856.14,271.94,8.24,0.96,9.85,19.96,8.26,15.0,0.977,,,
12,BA,c10,cor_lm,856.14,271.94,8.31,0.97,9.89,19.96,8.33,15.0,0.977,,,
12,BA,c30,plain,792.18,251.94,31.68,4.0,25.67,31.68,31.71,15.0,1.0,,,
12,BA,c30,gen_k1,792.18,251.94,30.62,3.87,25.37,31.12,30.65,15.0,1.0,,,
12,BA,c30,gen,792.18,251.94,35.12,4.43,28.7,35.47,35.14,15.0,1.009,,,
12,BA,c30,cor_k1,792.18,251.94,13.28,1.68,22.24,30.37,13.29,15.0,1.0,,,
12,BA,c30,cor,792.18,251.94,11.35,1.43,12.57,21.97,11.36,15.0,0.98,,,
12,BA,c30,cor_lm,792.18,251.94,11.38,1.44,12.59,21.97,11.39,15.0,0.98,,,
12,BA,c60,plain,700.53,221.94,27.63,3.94,24.22,27.63,27.66,15.0,1.0,,,
12,BA,c60,gen_k1,700.53,221.94,29.83,4.26,26.9,30.68,29.86,15.0,1.0,,,
12,BA,c60,gen,700.53,221.94,22.19,3.17,19.9,22.38,22.21,15.0,0.976,,,
12,BA,c60,cor_k1,700.53,221.94,14.52,2.07,23.1,31.01,14.53,15.0,1.0,,,
12,BA,c60,cor,700.53,221.94,6.83,0.98,9.46,20.54,6.86,15.0,0.967,,,
12,BA,c60,cor_lm,700.53,221.94,6.83,0.98,9.49,20.54,6.86,15.0,0.967,,,
12,BA,turn,plain,473.14,153.51,11.05,2.34,7.17,11.08,11.04,15.0,1.0,,,
12,BA,turn,gen_k1,473.14,153.51,10.82,2.29,14.07,16.76,10.85,15.0,1.0,,,
12,BA,turn,gen,473.14,153.51,30.62,6.47,17.49,31.92,30.61,15.0,0.92,,,
12,BA,turn,cor_k1,473.14,153.51,13.4,2.83,13.15,17.46,13.41,15.0,1.0,,,
12,BA,turn,cor,473.14,153.51,33.49,7.08,22.42,34.84,33.49,15.0,0.929,,,
12,BA,turn,cor_lm,473.14,153.51,33.22,7.02,22.16,34.56,33.21,15.0,0.929,,,
12,BA,c30r,gen_k1,,,,,,,,,,4.2307295210458316,5.098955519096987,0.37478061670364593
12,BA,c30r,gen,,,,,,,,,,5.586504798157055,6.537583595637124,0.37800646864402504
12,BA,c30r,cor_k1,,,,,,,,,,5.331345258366633,5.326179760024611,1.0250047612363589
12,BA,c30r,cor,,,,,,,,,,3.5764730230206636,2.431255361829623,1.0248382832992444
12,BA,c30r,cor_lm,,,,,,,,,,3.5764730230206636,2.431255361829623,1.0248382832992444
